Date,PLAN.SW,ELMN.SW,DHL.SW,LUKN.SW,IREN.SW,VAHN.SW,OFN.SW,EPIC.SW,SLHN.SW,GALD.SW,VATN.SW,CFT.SW,SDZ.SW,HBAN.SW,MOBN.SW,VZN.SW,BAS.SW,HIAG.SW,SGKN.SW,CMBN.SW,CFTE.SW,ACLN.SW,ZURN.SW,ISN.SW,C.SW
2024-08-30,300.4027099609375,1016.5669555664062,,61.69693756103516,105.67816162109376,429.1547546386719,72.05907440185547,67.32836151123047,629.8999633789062,81.98388671875,90.59889221191406,140.9886474609375,36.18326187133789,124.712890625,257.376220703125,122.69187927246094,,74.30268859863281,389.6392211914063,70.94721984863281,150.0,42.467281341552734,442.2186279296875,113.7089614868164,
2024-09-30,305.17095947265625,1036.4996337890625,,59.443172454833984,105.1977996826172,431.94146728515625,70.58094787597656,67.14289093017578,648.264404296875,78.29810333251953,91.24143981933594,150.4509735107422,34.21403884887695,135.5776824951172,260.2412414550781,130.39620971679688,,78.26297760009766,386.3766784667969,71.44493103027344,160.5,41.9694709777832,458.7770690917969,110.56066131591795,
2024-10-31,311.8466186523437,1036.4996337890625,,59.9127082824707,105.67816162109376,427.29693603515625,71.13524627685547,70.48148345947266,646.7952880859375,80.4996109008789,92.34294128417967,143.35423278808594,38.1718864440918,135.76339721679688,255.4661865234375,134.24839782714844,,77.50862884521484,392.4356689453125,70.3590087890625,154.5,44.30535888671875,459.677001953125,112.41260528564452,
2024-11-29,313.75390625,1046.466064453125,,59.81880187988281,105.1977996826172,437.514892578125,70.95048522949219,71.03791046142578,662.7722778320312,89.90335083007812,96.38179779052734,152.81654357910156,38.938236236572266,143.37802124023438,273.6114501953125,140.41189575195312,,77.88580322265625,397.0964050292969,73.39054870605469,161.5,47.292240142822266,502.6929321289063,114.079345703125,
2024-12-30,323.29052734375,1046.466064453125,,60.00661849975586,107.59957885742188,458.8797607421875,71.13524627685547,75.11842346191406,642.3877563476562,100.2534408569336,96.93255615234376,174.57989501953125,36.05715560913086,138.73495483398438,279.81903076171875,138.67840576171875,,80.5260009765625,407.816162109375,74.20499420166016,184.5,44.70744323730469,484.8746337890625,117.5980224609375,
2025-01-31,330.9197692871094,1056.432373046875,,64.04461669921875,107.59957885742188,470.0266418457031,71.50477600097656,71.96530151367188,685.9114990234375,110.27479553222656,99.13556671142578,183.0959930419922,42.33344650268555,148.1139678955078,288.89166259765625,151.197998046875,,82.78903198242188,420.4002075195313,81.35401916503906,195.0,43.78840255737305,498.3733825683594,126.3021240234375,
2025-02-28,339.5027160644531,1046.466064453125,,64.70197296142578,106.6388702392578,470.0266418457031,75.7544174194336,73.07817077636719,720.6202392578125,109.5177230834961,106.29535675048828,182.6228790283203,38.36590194702149,156.7500762939453,294.1442565917969,146.3827667236328,,86.1835708618164,441.8396606445313,87.46235656738281,195.0,40.99298858642578,534.1900024414062,128.15406799316406,
2025-03-31,346.1783142089844,1096.2977294921875,,65.64104461669922,112.88348388671876,525.760986328125,86.47089385986328,75.11842346191406,737.3319091796875,93.2105941772461,109.5998764038086,192.085205078125,35.93104934692383,169.65780639648438,298.4418029785156,162.36932373046875,,89.38951873779297,450.6951293945313,89.99617767333984,203.0,39.0400276184082,553.4482421875,125.1909637451172,
2025-04-30,350.1145324707031,1098.2945556640625,,67.94121551513672,116.72633361816406,559.20166015625,90.5357666015625,75.84210205078125,754.778076171875,95.6911392211914,111.61930084228516,206.2786865234375,35.350337982177734,174.78875732421875,314.3027038574219,166.46060180664062,,97.45178985595705,463.2791442871094,94.00493621826172,218.0,42.25666809082031,551.7581176757812,130.4672088623047,
2025-05-30,374.5638732910156,1118.2635498046875,,66.67401885986328,120.16666412353516,593.4317626953125,92.0667495727539,77.77192687988281,787.307373046875,107.4654312133789,116.39124298095705,217.2227935791016,41.22888946533203,187.80392456054688,314.3027038574219,171.16619873046875,,98.8161163330078,468.945556640625,95.51657104492188,226.0,46.623477935791016,546.8317260742188,134.3271942138672,
2025-06-30,388.2555236816406,1148.217041015625,,69.69579315185547,124.5809555053711,589.5657348632812,93.41783142089844,80.47368621826172,769.28759765625,114.7495346069336,116.39124298095705,212.35232543945312,42.89859390258789,179.4163818359375,320.2236328125,170.1858673095703,,107.78167724609376,467.0077819824219,94.19388580322266,221.0,54.8395881652832,525.4207153320312,137.0291748046875,
2025-07-31,389.2334899902344,1178.1705322265625,,71.5478515625,123.10952758789062,606.9627685546875,101.3313217163086,80.66666412353516,810.694580078125,127.2223129272461,123.52116394042967,229.8860015869141,46.16884613037109,189.2500457763672,314.3027038574219,169.20553588867188,,105.44283294677734,481.0567626953125,86.3050308227539,237.0,73.0703125,527.3154907226562,145.328125,
2025-08-29,393.1453857421875,1198.1395263671875,,74.37467956542969,125.56190490722656,612.7617797851562,107.12168884277344,80.66666412353516,828.13916015625,139.29595947265625,127.37518310546876,252.2901611328125,49.557655334472656,198.4088592529297,311.8356628417969,177.6363983154297,,103.10399627685548,488.323486328125,85.73816680908203,261.0,67.61583709716797,553.6528930664062,148.80210876464844,
2025-09-30,387.2775268554688,1228.093017578125,,77.98130798339844,126.54285430908205,596.3312377929688,106.15662384033205,78.7368392944336,820.0878295898438,137.99879455566406,123.90657806396484,272.7461242675781,46.60356140136719,187.7075042724609,322.6907043457031,163.12745666503906,,108.75619506835938,491.2301635742188,86.39950561523438,279.0,65.79767608642578,536.7893676757812,151.31109619140625,
2025-10-31,390.2114562988281,1258.0465087890625,,79.73589324951172,128.9952392578125,597.2977905273438,109.53433990478516,80.66666412353516,836.1905517578125,148.17657470703125,127.37518310546876,296.1243591308594,52.857547760009766,190.3105316162109,336.5061950683594,153.91233825683594,,107.78167724609376,494.1368408203125,86.87189483642578,305.0,64.66747283935547,529.5892333984375,152.0830841064453,
2025-11-28,394.1233520507813,1258.0465087890625,,85.194580078125,134.88095092773438,645.622802734375,110.98192596435548,81.0526351928711,844.2418823242188,159.65151977539062,134.89051818847656,289.3056945800781,56.03888320922852,200.9154815673828,354.2689819335937,146.26573181152344,,112.45936584472656,525.1415405273438,89.70621490478516,299.0,62.3579216003418,546.8317260742188,154.39907836914062,
2025-12-30,405.8590393066406,1278.0155029296875,40.485347747802734,90.36083984375,141.74761962890625,703.6129150390625,115.32469940185548,83.94737243652344,878.7476806640625,161.74696350097656,145.4890594482422,279.56475830078125,57.14543151855469,201.686752319336,361.1767578125,146.4617919921875,39.756866455078125,115.57781982421876,553.239501953125,93.86321258544922,289.0,60.49061965942383,570.1373901367188,158.64503479003906,
2026-01-30,428.3524169921875,1278.0155029296875,41.12614822387695,95.9170150756836,152.04762268066406,710.37841796875,115.8072280883789,86.64912414550781,811.2697143554688,143.5865936279297,149.5357666015625,286.3834228515625,60.4453239440918,188.6715850830078,383.8736572265625,148.2263946533203,40.03488540649414,121.2300262451172,575.5241088867188,93.29635620117188,298.0,72.52977752685547,520.1153564453125,161.54002380371094,86.6849136352539
2026-02-27,428.3524169921875,1268.031005859375,43.067684173583984,100.9857940673828,151.55714416503906,708.4454345703125,126.42288970947266,87.22807312011719,844.8170166015625,145.5822296142578,160.9051055908203,263.9792785644531,67.20318603515625,192.81716918945312,395.22210693359375,141.9522705078125,43.52451705932617,132.33953857421875,620.0933227539062,94.0994110107422,269.0,71.3012924194336,550.0527954101562,164.62802124023438,87.14920806884766
2026-03-31,444.0,1268.031005859375,39.00288772583008,102.9353256225586,151.06666564941406,777.0670166015625,134.6259002685547,84.91228485107422,828.9059448242188,153.06590270996094,170.34744262695312,256.1865234375,60.99860000610352,198.02322387695312,374.4988403320313,150.8000030517578,45.61446380615234,131.75482177734375,645.2846069335938,93.1073989868164,266.0,70.02366638183594,531.863037109375,162.50502014160156,87.06029510498047
2026-04-30,446.0,1290.0,42.92422103881836,103.0,155.971435546875,790.5980224609375,159.2349395751953,87.80000305175781,878.7476806640625,163.8000030517578,174.97227478027344,286.3834228515625,62.540000915527344,206.3143615722656,373.0,152.39999389648438,47.87217712402344,136.39999389648438,623.0,95.5500030517578,295.0,82.16110229492188,543.7999877929688,169.60000610351562,99.92227172851562
2026-05-29,443.0,1300.0,45.31999969482422,107.0,153.5,822.0,150.5,84.0,850.7999877929688,166.5500030517578,159.0,261.5,65.5999984741211,203.0,355.0,148.60000610351562,47.5,141.0,641.0,95.0,261.5,77.6500015258789,557.0,179.39999389648438,97.6068115234375
2026-06-30,436.0,1320.0,47.77000045776367,110.1999969482422,153.0,786.0,151.0,82.5999984741211,889.5999755859375,183.8999938964844,160.8000030517578,301.0,73.12000274658203,208.6000061035156,347.5,151.39999389648438,44.06999969482422,135.60000610351562,642.0,94.5999984741211,303.5,83.0,598.5999755859375,172.60000610351562,113.6063003540039
2026-07-31,434.0,1310.0,52.59999847412109,111.4000015258789,152.0,803.0,140.5,83.0,954.7999877929688,175.75,158.0,296.0,65.76000213623047,216.8000030517578,349.5,154.8000030517578,46.25,132.0,650.0,89.80000305175781,298.5,72.8499984741211,615.7999877929688,172.1999969482422,106.6500015258789
2026-08-31,431.0,1330.0,52.59999847412109,115.5999984741211,146.5,766.0,145.0,83.80000305175781,919.0,167.89999389648438,149.60000610351562,271.0,67.91999816894531,214.3999938964844,342.5,179.1999969482422,48.025001525878906,126.8000030517578,656.0,88.6500015258789,267.5,72.75,592.5999755859375,159.60000610351562,107.0
