Date,NBGRY,TRUH,PZLV,ZINC,RWIN,WIMA,SMCP,VPX,TISC,VLNT,JAN,PZIV,AHD,JATT,SWKHL,MCVT,SAZ,MITN,PDPA,EIIA,TRTN-PA,BNY,FXLG,GLOP-PC,WAMA
2025-01-31,,,,,,,,,,,,,,,21.828744888305664,,22.09447288513184,21.773935317993164,22.13397789001465,21.855201721191406,22.04902648925781,83.42302703857422,31.45603370666504,21.78142547607422,
2025-02-28,,,,,,,,,,,,,,,21.477771759033203,,22.35831069946289,21.791305541992188,22.22954750061035,22.002471923828125,22.29966926574707,86.35489654541016,31.45603370666504,21.96788215637207,
2025-03-31,,,,,,,,,,,,,,,21.84659004211425,,22.375947952270508,21.73051071166992,22.19780158996582,22.205305099487305,22.275075912475582,81.4231185913086,32.57215881347656,22.39990425109864,
2025-04-30,,,,,,,,,,,,,,,22.26250648498535,,22.504716873168945,22.00843620300293,21.970178604125977,21.848487854003903,22.140607833862305,78.54766082763672,32.714813232421875,22.328536987304688,
2025-05-30,,,,,,,,,,,,,,,22.39822769165039,,22.65119743347168,22.45668029785156,22.244945526123047,22.314359664916992,22.54701805114746,86.5577392578125,32.809913635253906,22.49098014831543,
2025-06-30,,,,,,,,,,,,,,,22.829566955566406,,22.85834503173828,22.59008407592773,22.72004508972168,22.646942138671875,22.891319274902344,88.99983215332031,34.12154006958008,23.041831970214844,
2025-07-31,,,,,,,,,,,,,,,22.802705764770508,,23.013256072998047,22.705705642700195,22.89676284790039,22.85955810546875,23.449596405029297,99.62853240966795,36.3809928894043,22.81950569152832,
2025-08-29,,,,,,,,,,,,,,,23.08024406433105,,23.43198204040528,23.210155487060547,23.271005630493164,23.274866104125977,23.224035263061523,103.70404052734376,38.3149299621582,23.29991912841797,
2025-09-30,,,,,,,,,,,,,,,23.21887588500977,,23.23886489868164,23.09633445739746,23.30634880065918,23.17284202575684,23.536788940429688,107.00370025634766,40.1837158203125,23.616697311401367,
2025-10-31,,,,,,,,,,,,,,,23.34151077270508,,23.48716163635254,23.353334426879883,23.66284370422364,23.27530097961425,23.497180938720703,106.51495361328124,40.90992736816406,23.340913772583008,
2025-11-28,,,,,,,,,,,,,,,23.52089500427246,,23.796640396118164,23.36265563964844,23.66040229797364,23.544483184814453,23.856409072875977,110.63027954101562,40.958343505859375,23.35868453979492,
2025-12-31,,,,,,,,,,,,,,,23.83894920349121,,23.80790901184082,23.72624015808105,23.776752471923828,23.73105239868164,24.085805892944336,114.56797790527344,40.902870178222656,23.75004196166992,
2026-01-30,,,,,,,,,,,,,,,23.885730743408203,,23.909330368041992,24.001962661743164,23.95926094055176,23.91932678222656,24.46490859985352,118.92198181152344,41.72072982788086,24.15635871887207,
2026-02-27,,,,,,,,,,,,,,,24.241256713867188,,24.23236083984375,24.10694122314453,23.937753677368164,23.99374008178711,24.117021560668945,118.15880584716795,42.20755386352539,23.98325157165528,
2026-03-31,,,,,,38.71759414672852,,24.11000061035156,,,23.31158447265625,,,,24.391582489013672,24.881086349487305,24.289894104003903,23.71565628051757,24.05036735534668,23.935523986816406,24.76544570922852,117.69252014160156,44.1455192565918,24.156156539916992,23.9572982788086
2026-04-30,,25.382041931152344,27.049999237060547,,25.76485252380371,40.85592269897461,,26.729999542236328,,,25.95230865478516,27.020000457763672,,10.5,24.219406127929688,26.319414138793945,24.58716583251953,24.52685737609864,24.41380882263184,24.426166534423828,24.65026092529297,133.8372802734375,45.1465950012207,24.25163650512696,25.14221954345703
2026-05-29,,25.980205535888672,27.76000022888184,,26.07169342041016,41.9052848815918,23.979999542236328,28.88999938964844,,,26.476497650146484,28.350000381469727,23.7891902923584,10.510000228881836,24.429845809936523,27.26831245422364,24.746458053588867,24.647994995117188,24.40121459960937,24.629955291748047,24.83187294006348,138.87722778320312,45.6373176574707,24.61445617675781,26.47649955749512
2026-06-30,17.739999771118164,27.67500114440918,28.540000915527344,25.600000381469727,26.26000022888184,42.08000183105469,24.989999771118164,29.709999084472656,22.989999771118164,22.34347915649414,28.60318183898925,28.15999984741211,24.05191230773925,11.359999656677246,24.67937660217285,28.35527610778809,25.13817024230957,25.00946044921875,24.650522232055664,24.81525230407715,25.349809646606445,144.0366973876953,46.67565155029297,24.942419052124023,26.18000030517578
2026-07-31,18.46999931335449,28.3700008392334,30.520000457763672,26.15999984741211,27.15999984741211,43.11000061035156,25.1200008392334,30.01000022888184,23.21999931335449,22.889652252197266,30.114561080932617,29.96999931335449,24.410839080810547,12.0600004196167,24.68426513671875,28.055538177490234,24.88355827331543,25.200000762939453,24.79707336425781,24.97226333618164,25.52618980407715,156.3300018310547,51.42232894897461,25.08411026000977,26.21999931335449
2026-08-31,19.59000015258789,29.770000457763672,31.38999938964844,26.40999984741211,27.65999984741211,43.77999877929688,26.64999961853028,30.920000076293945,24.14999961853028,23.0,29.703651428222656,30.59000015258789,26.04824447631836,12.130000114440918,24.87986183166504,28.125476837158203,25.184999465942383,25.3700008392334,25.015548706054688,24.9814682006836,25.83975601196289,161.27999877929688,52.41122055053711,25.21114158630371,26.920000076293945
