Date,EG7.IR,A5G.IR,C5H.IR,GVR.IR,BIRG.IR,^ISEQ,OIZ.IR,UPR.IR,HMSO.IR,RYA.IR,IRES.IR,MLC.IR,PTSB.IR,KRZ.IR,MIO.IR,GRP.IR,KMR.IR
2024-08-30,9.899256706237791,4.703043460845947,1.7428315877914429,1.4359999895095823,9.301827430725098,9779.080078125,2.973881959915161,2.519962787628174,1.9708832502365112,15.380379676818848,0.8058988451957703,6.449999809265137,1.5902132987976074,87.77228546142578,0.3637841045856476,0.8059499263763428,3.805949926376343
2024-09-30,9.831889152526855,4.44392204284668,1.8015352487564087,1.5520000457763672,8.99685001373291,9897.16015625,3.028116703033448,2.5707485675811768,2.830905199050904,15.887104034423828,0.8186475038528442,6.099999904632568,1.7392958402633667,90.04393005371094,0.4042045772075653,0.7807640433311462,3.8612875938415527
2024-10-31,9.990469932556152,4.2271246910095215,1.956397533416748,1.600000023841858,7.878063201904297,9636.08984375,2.874451160430908,2.234573602676392,2.956324577331543,16.982601165771484,0.7922396063804626,5.800000190734863,1.4411308765411377,88.81298065185547,0.4042045772075653,0.7530595064163208,3.973752021789551
2024-11-29,9.91118049621582,4.448241233825684,1.8830900192260744,1.534000039100647,7.716071128845215,9608.75,2.770501136779785,2.185136318206787,2.956324577331543,17.97675323486328,0.8286643624305725,8.5,1.4808861017227173,88.76444244384766,0.4046750962734222,0.7448855638504028,4.048728942871094
2024-12-31,10.030113220214844,4.603713512420654,2.1305031776428223,1.600000023841858,8.198325157165527,9757.26953125,2.481247663497925,2.096148729324341,2.956324577331543,18.401439666748047,0.8286643624305725,8.600000381469727,1.4311920404434204,90.51158905029295,0.3538554012775421,0.7046446800231934,3.598870038986206
2025-01-31,10.307626724243164,4.918976783752441,2.103013038635254,1.7059999704360962,8.963602066040039,10205.8701171875,2.6351208686828613,2.372998714447021,2.956324577331543,19.882089614868164,0.8514298796653748,10.300000190734863,1.386467218399048,96.23833465576172,0.4140861630439758,0.6849522590637207,3.3926846981048584
2025-02-28,10.704073905944824,5.812943935394287,1.9838881492614744,1.5,10.557462692260742,10982.98046875,2.8253824710845947,2.649848461151123,2.956324577331543,20.56599235534668,0.9202038645744324,9.75,1.5305802822113037,98.3251953125,0.3576198220252991,0.6839464902877808,3.298964262008667
2025-03-31,11.378034591674805,5.456002712249756,1.7502199411392212,1.50600004196167,10.0966215133667,10188.6796875,2.972835063934326,2.684454679489136,2.956324577331543,18.196752548217773,0.87642902135849,10.300000190734863,1.5902132987976074,93.95734405517578,0.4046750962734222,0.6743258237838745,4.292402267456055
2025-04-30,11.05990982055664,5.423909187316895,1.8177525997161863,1.6519999504089355,9.871054649353027,10373.4599609375,3.3438448905944824,2.9399893283843994,3.0304324626922607,20.30220031738281,0.9500080943107604,8.5,1.540519118309021,91.4085464477539,0.3500910401344299,0.6743258237838745,4.432514667510986
2025-05-30,11.145645141601562,6.345468997955322,2.049427032470703,1.7979999780654907,11.548893928527832,11411.7197265625,3.38817834854126,3.585594892501831,2.5327069759368896,22.8326473236084,0.9984399080276488,8.300000190734863,1.7591733932495115,94.30028533935548,0.4633131325244903,0.6895523071289062,4.277777671813965
2025-06-30,11.917266845703123,6.4050726890563965,2.011909008026123,1.715999960899353,11.553674697875977,11421.7099609375,3.5513486862182617,3.724648714065552,2.5327069759368896,23.46770477294922,0.9500080943107604,8.0,2.027521848678589,91.89866638183594,0.3590677082538605,0.6895523071289062,3.7722222805023193
2025-07-31,11.960134506225586,6.372978210449219,2.0447371006011963,1.8739999532699585,11.285984992980955,11410.26953125,3.57534408569336,3.972958564758301,2.5327069759368896,25.314245223999023,0.9090273976325988,8.5,2.067277193069458,79.54749298095703,0.3571372330188751,0.6895523071289062,3.7722222805023193
2025-08-29,12.345946311950684,6.474747657775879,2.068186044692993,1.9520000219345093,12.084274291992188,11281.2900390625,3.6473309993743896,4.022621154785156,2.5327069759368896,24.88602828979492,0.9177783131599426,8.0,2.3157479763031006,76.60673522949219,0.4343560636043548,0.7051226496696472,3.655555486679077
2025-09-30,12.702919006347656,7.197792530059815,1.8351175785064693,1.9359999895095823,13.398820877075195,11624.6796875,3.7433135509490967,3.920219659805298,2.6077823638916016,24.343957901000977,0.9339967966079712,8.199999809265137,2.295870304107666,75.23438262939453,0.4150513708591461,0.7051226496696472,3.4800000190734863
2025-10-31,13.10977268218994,7.449692249298096,1.8466109037399288,1.9079999923706048,13.80196762084961,11877.9501953125,3.599339723587036,3.810771942138672,2.6077823638916016,25.87161445617676,0.885341227054596,8.300000190734863,2.8822617530822754,77.9699935913086,0.4343560636043548,0.7051226496696472,2.900000095367432
2025-11-28,14.01389503479004,8.25670337677002,1.94909417629242,1.9539999961853027,15.529037475585938,12836.2900390625,3.6473309993743896,3.751073122024536,2.6077823638916016,27.813217163085938,0.9225484728813172,7.849999904632568,3.031343936920166,78.80785369873047,0.5218161344528198,0.7210445404052734,3.0199999809265137
2025-12-31,14.2399263381958,8.583239555358887,1.9921942949295044,1.9299999475479128,15.932830810546877,13099.349609375,3.925680160522461,3.502328395843506,2.6077823638916016,29.1240463256836,0.894881546497345,7.699999809265137,2.842506170272827,76.88571166992188,0.541507363319397,0.7210445404052734,2.819999933242798
2026-01-30,14.64678192138672,8.816479682922363,2.001772165298462,1.9579999446868896,16.682039260864258,13147.759765625,4.140481948852539,3.805797100067138,2.6077823638916016,28.3908748626709,0.9635717868804932,8.0,3.081038236618042,73.73143005371094,0.4922794103622436,0.7210445404052734,3.0199999809265137
2026-02-27,15.370079040527344,8.25670337677002,2.2843191623687744,2.255000114440918,16.088510513305664,13128.5400390625,4.209986209869385,4.069467067718506,2.6077823638916016,27.20998764038086,1.0496352910995483,7.599999904632568,3.1605489253997803,74.22428894042969,0.6005808711051941,0.7373259663581848,3.220000028610229
2026-03-31,14.82760524749756,8.852372169494629,2.011350154876709,1.9359999895095823,15.018214225769045,12056.0302734375,4.45325231552124,3.7809226512908936,2.9671530723571777,23.687179565429688,0.9890417456626892,7.699999809265137,2.90213942527771,67.42285919189453,0.7088823914527893,0.7373259663581848,2.259999990463257
2026-04-30,15.418109893798828,9.62124729156494,2.144327402114868,2.109999895095825,16.739999771118164,12593.3603515625,4.627013206481934,4.152398586273193,2.9671530723571777,22.24828338623047,1.0476806163787842,7.949999809265137,2.9100000858306885,72.19999694824219,0.7088823914527893,0.7373259663581848,2.680000066757202
2026-05-29,16.33070945739746,9.91779899597168,2.3164637088775635,2.2799999713897705,17.434999465942383,13206.8095703125,4.53000020980835,4.551668167114258,3.2687325477600098,24.93752670288086,1.0906825065612793,7.75,2.900000095367432,73.44999694824219,0.6800000071525574,0.7539750337600708,2.440000057220459
2026-06-30,16.426773071289062,10.089641571044922,2.429581880569458,2.505000114440918,17.424999237060547,13828.740234375,4.159999847412109,4.441868782043457,3.4632999897003174,27.14052391052246,1.1395481824874878,7.449999809265137,3.0,80.3499984741211,0.6700000166893005,0.7539750337600708,2.1600000858306885
2026-07-31,16.811023712158203,10.070002555847168,2.3951544761657715,2.384999990463257,18.09000015258789,13535.330078125,4.150000095367432,4.242234706878662,3.4632999897003174,24.074190139770508,1.0594083070755005,7.099999904632568,2.970000028610229,82.80000305175781,0.6399999856948853,0.7539750337600708,2.319999933242798
2026-08-31,17.963781356811523,10.96500015258789,2.483681917190552,2.450000047683716,18.98500061035156,14212.83984375,4.610000133514404,4.23724365234375,3.4632999897003174,23.200000762939453,1.0839999914169312,7.0,2.950000047683716,84.0,0.7300000190734863,0.7710000276565552,2.319999933242798
