Date,8341.T,8370.T,9436.T,8630.T,9324.T,8714.T,3763.T,8411.T,6745.T,4626.T,9072.T,9934.T,8359.T,8306.T,8060.T,8316.T,9651.T,7350.T,2914.T,9679.T,5844.T,2108.T,3964.T,6454.T,5832.T
2024-07-31,1467.05859375,1806.44970703125,1913.2239990234373,3259.85009765625,1530.4656982421875,362.6295166015625,697.4658203125,3228.9521484375,724.9228515625,1691.791015625,1817.208984375,1844.6917724609373,1003.2344360351562,1633.6954345703125,2206.60888671875,3396.086669921875,1226.2100830078125,2691.82177734375,4036.820556640625,1560.5821533203125,2647.0087890625,2527.55908203125,567.0449829101562,905.4734497070312,1569.4622802734375
2024-08-30,1295.28271484375,1705.2813720703125,1977.314697265625,3225.061279296875,1582.7486572265625,335.66473388671875,639.2655029296875,2817.841552734375,727.7594604492188,1738.78515625,1783.175048828125,1781.8045654296875,852.4476318359375,1426.449462890625,2151.2421875,2971.381103515625,1210.6187744140625,2269.08544921875,3826.51220703125,1568.710205078125,2153.02490234375,2345.954833984375,561.65576171875,839.9457397460938,1427.7972412109375
2024-09-30,1236.5760498046875,1567.24365234375,1905.85302734375,3061.7158203125,1550.2884521484375,309.11163330078125,718.5869750976562,2812.640869140625,677.9159545898438,1757.5069580078125,1841.417724609375,1811.7947998046875,792.51611328125,1380.1912841796875,2198.56396484375,2899.1416015625,1293.1610107421875,2148.47021484375,3804.662353515625,1612.0550537109375,2083.244384765625,2519.177490234375,569.38818359375,857.8169555664062,1352.41943359375
2024-10-31,1253.632080078125,1687.009033203125,2088.968994140625,3179.36376953125,1579.068603515625,325.28057861328125,702.6287841796875,3077.044677734375,683.0298461914062,1933.2576904296875,1905.602294921875,1824.09423828125,798.4564819335938,1546.364990234375,2183.4208984375,3116.22021484375,1251.889892578125,2135.26611328125,3897.525390625,1534.5841064453125,2142.779541015625,2362.71826171875,560.2498168945312,845.9027709960938,1388.383056640625
2024-11-29,1391.345458984375,1933.08984375,2103.425537109375,3774.299072265625,1600.174072265625,369.03173828125,722.8112182617188,3625.01123046875,760.378173828125,2030.633056640625,1919.7034912109373,1797.60302734375,966.95458984375,1701.6187744140625,2269.0732421875,3509.437255859375,1237.2156982421875,2255.044921875,3841.079345703125,1598.8685302734375,2134.274169921875,2232.335693359375,630.3103637695312,817.3088989257812,1534.1302490234375
2024-12-30,1436.1968994140625,2071.568603515625,2096.197265625,3939.771240234375,1696.107666015625,376.6406555175781,760.3598022460938,3710.27197265625,831.9732055664062,1947.5078125,1982.91552734375,1852.9503173828125,954.6967163085938,1752.8951416015625,2484.884033203125,3583.70068359375,1258.724365234375,2454.990234375,3803.826171875,1575.7921142578125,2192.391357421875,2264.0,637.520263671875,838.7543334960938,1551.16552734375
2025-01-31,1511.6865234375,2170.749267578125,2057.646484375,4162.6328125,1698.0263671875,419.4407348632813,732.1983032226562,4126.037109375,790.1029052734375,1992.6329345703125,2199.78173828125,1753.1361083984375,962.71142578125,1878.71240234375,2452.20068359375,3682.719482421875,1272.751708984375,2505.919677734375,3704.069091796875,1588.9786376953125,2215.071533203125,2202.533935546875,628.4503173828125,947.1728515625,1619.7802734375
2025-02-28,1411.5601806640625,2014.4927978515625,1992.592041015625,4232.4560546875,1670.2056884765625,389.9562072753906,771.1550903320312,4001.499267578125,796.1756591796875,1869.1324462890625,2266.397705078125,1869.50732421875,909.0598754882812,1807.020263671875,2444.510498046875,3610.359619140625,1302.6767578125,2355.017578125,3496.16357421875,1628.5382080078125,2043.082275390625,2174.5947265625,582.6233520507812,997.212158203125,1505.2646484375
2025-03-31,1531.6722412109375,2213.40771484375,2088.300537109375,4393.4677734375,1630.7142333984375,421.138671875,851.6199340820312,3947.857666015625,820.2495727539062,2360.907470703125,2644.0419921875,1834.6192626953125,1022.2901000976562,1944.382080078125,2451.72021484375,3669.136962890625,1408.349853515625,2474.80615234375,3835.52490234375,1629.85693359375,2176.9853515625,2198.6396484375,582.8619995117188,1037.9810791015625,1612.703857421875
2025-04-30,1432.740234375,2323.020263671875,2071.183349609375,4513.9697265625,1649.1458740234375,454.0552978515625,1030.703369140625,3488.849609375,795.4724731445312,2591.120361328125,2897.445556640625,1814.3419189453125,1037.2952880859375,1743.7557373046875,2436.8203125,3287.2373046875,1373.7490234375,2382.2177734375,4108.69140625,1630.845947265625,2335.3203125,2266.05322265625,590.0225219726562,1028.2003173828125,1539.7943115234375
2025-05-30,1569.3759765625,2496.093017578125,2330.38671875,4263.24755859375,1809.2100830078125,526.6654052734375,1206.8670654296875,3900.105224609375,922.61767578125,2914.398193359375,3154.778076171875,1874.69140625,1136.5233154296875,1958.401611328125,2577.165771484375,3577.28759765625,1371.575439453125,2740.9970703125,4137.59326171875,1635.7908935546875,2309.489013671875,2243.903076171875,737.05078125,1154.12744140625,1688.9935302734375
2025-06-30,1586.455322265625,2398.979736328125,2504.004150390625,4222.43212890625,1775.257080078125,552.8050537109375,1409.7958984375,3891.334228515625,1015.5315551757812,3458.092529296875,3151.831787109375,1910.90087890625,1133.6190185546875,1917.3095703125,2576.571044921875,3513.4765625,1337.0704345703125,2941.60498046875,4059.110107421875,1681.284423828125,2470.2158203125,2320.947021484375,781.0403442382812,1138.233642578125,1686.5792236328125
2025-07-31,1691.832275390625,2659.550537109375,2508.89501953125,4345.849609375,1927.5604248046875,625.4151611328125,1433.6412353515625,4367.8837890625,1036.7222900390625,3247.47216796875,3351.215087890625,1915.24609375,1324.330322265625,2040.5858154296875,2669.5830078125,3727.14697265625,1355.2813720703125,3312.92236328125,4125.99755859375,1723.81103515625,2624.24560546875,2329.6142578125,819.2697143554688,1237.263671875,1901.445556640625
2025-08-29,1839.7467041015625,2795.1240234375,2459.98876953125,4622.810546875,2049.791259765625,627.3514404296875,1542.648681640625,4770.36865234375,1167.1278076171875,3791.166748046875,3127.277099609375,2007.4598388671875,1399.8404541015625,2184.16650390625,2788.89111328125,3913.74609375,1440.5855712890625,3582.97119140625,4479.54541015625,1899.8514404296875,2809.3681640625,2618.52880859375,933.9578247070312,1386.4200439453125,2045.3336181640625
2025-09-30,2028.4725341796875,2878.87109375,2585.917236328125,4519.11669921875,2082.497802734375,638.6360473632812,1446.2939453125,4931.30908203125,1290.832275390625,4040.0,3387.439208984375,2064.82666015625,1515.966064453125,2349.02978515625,2916.47802734375,4113.11328125,1619.8201904296875,3795.858642578125,4645.80810546875,1989.0,3047.62158203125,2838.10400390625,898.6319580078125,1379.08447265625,2142.41552734375
2025-10-31,2170.902099609375,2941.625732421875,2547.306640625,4650.4921875,2133.626220703125,654.3804931640625,1453.10693359375,5090.4794921875,1271.0745849609375,4129.0,3450.978515625,2229.2080078125,1523.3203125,2286.232177734375,3128.798095703125,4100.30908203125,1715.66748046875,3776.216552734375,5126.44189453125,1915.0,3026.3095703125,2880.47802734375,974.6067504882812,1366.8585205078125,2110.99609375
2025-11-28,2369.1220703125,3010.263671875,2776.989990234375,4892.49951171875,2200.486572265625,769.5121459960938,1614.67138671875,5410.796875,1404.4385986328125,4660.0,3670.3876953125,2458.851318359375,1640.9891357421875,2377.975830078125,3331.37841796875,4627.25244140625,1673.50439453125,4561.9052734375,5606.1201171875,1861.0,3293.678955078125,3500.681396484375,976.0585327148438,1679.8421630859375,2290.676025390625
2025-12-30,2474.795654296875,3196.566650390625,2803.720458984375,5270.82080078125,2164.106689453125,778.368408203125,1673.068115234375,5635.21728515625,1462.0650634765625,4762.0,3381.482421875,2502.031982421875,1664.5228271484375,2446.170166015625,3399.67529296875,4965.0869140625,1815.0784912109373,4679.75830078125,5513.67578125,1916.0,3319.83447265625,3688.475830078125,1019.866943359375,1689.6229248046875,2425.681640625
2026-01-30,2775.0791015625,3696.642822265625,3207.646240234375,5251.0654296875,2186.72119140625,802.9691772460938,1566.9805908203125,6705.908203125,1623.419189453125,5000.0,3638.6181640625,2525.094482421875,1887.603271484375,2751.81884765625,3330.011962890625,5389.5966796875,1722.322998046875,5156.08251953125,5455.99755859375,2029.0,3610.453369140625,3987.020751953125,1010.5103759765624,1599.151123046875,2737.912841796875
2026-02-27,3228.2939453125,4201.6220703125,3321.497802734375,6168.7177734375,2509.22314453125,908.260498046875,1450.18701171875,7069.72607421875,2117.360107421875,5371.0,3921.566650390625,2821.96240234375,2039.101806640625,2912.738037109375,3460.445556640625,5906.6904296875,1796.5274658203125,5902.48681640625,5852.90380859375,2130.0,3755.7626953125,4352.9794921875,1200.104248046875,1701.848876953125,3153.72998046875
2026-03-31,3056.0,3825.0,3435.0,6012.0,2390.0,859.0,1372.0,6087.0,2058.0,4984.0,4253.0,2600.0,1927.0,2600.0,3409.0625,5006.0,1842.4169921875,5240.0,5885.16455078125,2045.0,4061.0,4100.0,1170.064697265625,1605.0,2768.0
2026-04-30,3024.0,4160.0,3355.0,5797.0,2210.0,924.0,1533.0,6722.0,1926.0,4829.0,5083.0,2639.0,2121.5,2817.0,3532.579345703125,5512.0,1788.7164306640625,5630.0,5733.63623046875,2248.0,4336.0,4025.0,1189.7626953125,1693.0,2927.0
2026-05-29,3154.0,4240.0,3550.0,5958.0,2250.0,964.0,1607.0,7195.0,1973.0,4962.0,5933.0,2780.0,2323.5,2999.0,3519.733642578125,5819.0,1724.0,6170.0,6028.8720703125,2399.0,4419.0,4280.0,1346.3623046875,1659.0,2987.5
2026-06-30,3316.0,4435.0,3670.0,6238.0,2394.0,978.0,1661.0,7743.0,1938.0,4966.0,5898.0,2722.0,2388.5,3207.0,3442.0,6346.0,1710.0,6350.0,6012.0,2300.0,4494.0,4755.0,1364.0,1700.0,3079.0
2026-07-31,3495.0,4690.0,3870.0,7113.0,2542.0,946.0,1850.0,8167.0,1930.0,4725.0,5043.0,2862.5,2508.0,3571.0,3602.0,6814.0,1911.0,7350.0,7135.0,2384.0,4437.0,5040.0,1335.0,1843.0,3323.0
2026-08-31,3993.0,5090.0,4160.0,6850.0,2526.0,1095.0,2260.0,8623.0,1946.0,4730.0,5518.0,3085.0,2717.5,3680.0,3739.0,6975.0,2066.0,7480.0,6935.0,2370.0,4989.0,5430.0,1444.0,1856.0,3574.0
