Date,MEC.XA,RND.XA,CDO.XA,WQG.XA,CDO.AX,IAGPF.AX,JYC.XA,GCAP.AX,GCI.AX,DBI.AX,GROW.AX,DBI.XA,GNP.AX,LFSPA.AX,MQGPG.AX,AGX1.AX,GNP.XA,TRA.AX,GLOB.AX,GCI.XA,SHA.AX,PCX.AX,CCL.AX,CCL.XA,DNL.XA
2025-05-30,1.0468531847000122,1.848624587059021,1.57201087474823,1.6735920906066897,,96.04963684082033,4.382410049438477,8.092992782592773,1.8488208055496216,3.796718597412109,3.5302839279174805,3.8343546390533447,3.3411459922790527,88.78804779052734,94.77717590332033,5.249401569366455,3.360943555831909,4.814799785614014,3.945835590362549,1.857819676399231,3.0505383014678955,1.6928441524505615,2.829177141189575,2.8248085975646973,2.5469019412994385
2025-06-30,,,,1.6865733861923218,1.588681936264038,95.93917846679688,4.524388790130615,8.237093925476074,1.860402584075928,3.98421049118042,3.604217290878296,3.984353542327881,3.975666522979736,89.52032470703125,94.9880599975586,5.409398078918457,3.965714931488037,4.814799785614014,3.9851367473602295,1.864818811416626,4.126108169555664,1.7241697311401367,2.886915683746338,2.8969926834106445,2.593717575073242
2025-07-31,,1.6368030309677124,1.7316304445266724,1.8251304626464844,1.63540780544281,97.3627700805664,4.391875267028809,8.279144287109375,1.9093286991119385,4.199826717376709,3.639477014541626,4.209352493286133,4.471385478973389,92.0514144897461,96.06108856201172,5.523348331451416,4.4911723136901855,4.942287445068359,4.062187671661377,1.918381333351136,3.829399585723877,1.7697006464004517,2.95427680015564,2.954740047454834,2.838679552078247
2025-08-29,,1.7138290405273438,,1.8155747652053835,1.6774611473083496,98.39558410644533,4.855672836303711,8.349586486816406,1.9027734994888303,4.149241924285889,3.710072755813599,4.130286693572998,5.214963912963867,91.77076721191406,97.74785614013672,5.585508346557617,5.2149152755737305,4.942287445068359,4.087843894958496,1.911942958831787,3.842876434326172,1.86854088306427,3.615460157394409,3.611217498779297,2.910727262496948
2025-09-30,,,,,1.8223116397857664,98.33893585205078,4.987244606018066,8.392065048217773,1.9141849279403689,4.149241924285889,3.762075901031494,4.196751117706299,6.042977333068848,92.14495849609376,97.19934844970705,5.798628330230713,6.023033618927002,5.71961784362793,4.113499641418457,1.9140723943710327,4.770137310028076,1.8625667095184328,3.7815756797790527,3.8017961978912354,2.9779720306396484
2025-10-31,,2.59000015258789,,1.980438232421875,1.8186956644058228,99.77316284179688,5.163265228271484,8.491687774658203,1.9167574644088743,4.206211090087891,3.814464569091797,4.177761077880859,6.930477142333984,94.64663696289062,97.71002960205078,6.038387775421143,6.9404497146606445,6.225630283355713,4.156260013580322,1.921400785446167,5.534889221191406,1.878494381904602,4.074721336364746,4.094993591308594,3.0932483673095703
2025-11-28,,,1.78000009059906,,1.736467361450195,99.83921813964844,5.3295063972473145,8.472627639770508,1.937533974647522,4.282170295715332,3.847954273223877,4.27271032333374,6.50168514251709,95.73638916015624,97.12752532958984,6.162707328796387,6.51165771484375,6.642612457275391,4.207571506500244,1.937423825263977,5.78343391418457,1.8766082525253296,3.898833990097046,3.879981994628906,3.285375595092773
2025-12-31,,2.549999952316284,,,1.886413097381592,100.6506576538086,5.309948921203613,8.520495414733887,1.9490771293640137,4.822551727294922,3.843138694763184,4.764763355255127,6.272331237792969,96.55848693847656,99.1496124267578,6.180467128753662,6.282303333282471,6.865648746490479,4.233227252960205,1.958530306816101,5.850349426269531,1.94590163230896,4.319009304046631,4.30023193359375,3.1915078163146973
2026-01-30,,2.799999952316284,2.050869464874268,,2.026684761047364,100.9864501953125,,8.568622589111328,1.9701964855194087,4.678164482116699,3.9349868297576895,4.649253845214844,7.449016571044922,97.5174560546875,100.1462860107422,6.269267082214356,7.444031238555908,7.090507984161377,4.235973358154297,1.9796773195266724,6.385675430297852,1.948767066001892,4.152893543243408,4.1634063720703125,3.4879324436187744
2026-02-27,,2.7799999713897705,,,2.128260850906372,101.88475799560548,5.779336452484131,8.597603797912598,1.9714901447296145,5.032135009765625,3.969245433807373,5.0322265625,7.778090000152588,96.99374389648438,100.53993225097656,6.287026882171631,7.718258380889893,7.090507984161377,4.279464244842529,1.9618431329727173,6.496675968170166,1.922809362411499,4.1235785484313965,4.124313354492188,3.300196647644043
2026-03-31,,,2.0895652770996094,1.6507022380828855,2.0895652770996094,,5.909999847412109,8.452046394348145,1.9259567260742188,4.924860954284668,3.857513666152954,4.924951076507568,7.159999847412109,97.1780014038086,,5.958467483520508,7.150000095367432,7.090507984161377,4.122898101806641,1.9283775091171265,6.204032897949219,1.9015198945999143,3.941678285598755,3.94176173210144,3.0926995277404785
2026-04-30,,,2.194999933242798,1.7841421365737915,2.130000114440918,,,8.608024597167969,1.98681390285492,5.2856926918029785,3.9208734035491934,5.276036262512207,9.329999923706056,99.15283966064452,,6.08278751373291,9.380000114440918,7.163907527923584,4.270765781402588,2.006293773651123,5.7845778465271,1.919054627418518,4.623321533203125,4.623419761657715,3.2409117221832275
2026-05-29,,,,1.88792884349823,2.1700000762939453,101.9201889038086,5.849999904632568,8.652117729187012,2.009855270385742,5.468635559082031,3.9944818019866943,5.498589515686035,9.5,99.15283966064452,102.39212036132812,6.15382719039917,9.859999656677246,6.995694637298584,4.401237487792969,2.014726400375366,7.0819621086120605,1.9563177824020384,4.74186897277832,4.781485557556152,3.705310821533203
2026-06-30,,,2.190000057220459,1.909999966621399,2.190000057220459,104.42181396484376,6.039999961853027,8.706284523010254,2.043018102645874,5.675930023193359,3.989753007888794,5.705897331237793,10.970000267028809,99.50723266601562,103.318115234375,6.224867343902588,10.960000038146973,6.975904941558838,4.549105167388916,2.052856206893921,6.828338146209717,1.974084496498108,4.969083309173584,4.969188690185547,3.920000076293945
2026-07-31,,,2.240000009536743,2.0299999713897705,2.220000028610229,105.02253723144533,6.309999942779541,8.780529022216797,2.0464060306549072,5.527862548828125,3.994795560836792,5.538076877593994,8.75,100.05999755859376,104.22441864013672,6.159999847412109,8.729999542236328,6.800000190734863,4.590000152587891,2.0414717197418213,6.184523582458496,1.986999988555908,4.969083309173584,4.9346113204956055,3.75
2026-08-31,,,2.2699999809265137,,2.289999961853028,104.82624053955078,6.489999771118164,8.885000228881836,2.059999942779541,5.199999809265137,4.047100067138672,5.210000038146973,8.399999618530273,100.5,103.31999969482422,6.300000190734863,8.369999885559082,6.789999961853027,4.599999904632568,2.059999942779541,7.210000038146973,2.0,5.519999980926514,5.550000190734863,3.7899999618530273
