Date,XD3E.ST,AMBEA.ST,EXUS.ST,SWED-A.ST,XMN1.ST,ATT.ST,XSWC.ST,AVARDA.ST,CLA-B.ST,SEB-A.ST,XMME.ST,SEB-C.ST,SHB-A.ST,VPAB-B.ST,TELIA.ST,BESQAB-PREF-B.ST,XRS2.ST,TEL2-B.ST,NP3-PREF.ST,XDPU.ST,SHOT.ST,CLAS-B.ST,TINGS-PREF.ST,SHB-B.ST,TEL2-A.ST
2025-05-30,,105.0710906982422,,235.9090881347656,,61.06743240356445,,121.12026977539062,33.61561965942383,150.0876007080078,,154.0,111.81765747070312,40.1754264831543,34.836524963378906,78.88355255126953,,136.672607421875,27.57375144958496,,74.5784912109375,253.69186401367188,308.447509765625,185.0805511474609,137.23147583007812
2025-06-30,,110.6683349609375,,227.72726440429688,,62.85187530517578,,113.42857360839844,33.09067916870117,154.92007446289062,,157.9438934326172,110.42047882080078,41.51142883300781,31.949161529541016,81.79169464111328,,131.71829223632812,28.31151390075684,,80.02005004882812,311.7170715332031,336.0472106933594,182.7739715576172,131.03700256347656
2025-07-31,,120.88085174560548,,237.36363220214844,,68.10604858398438,,131.07301330566406,30.64095687866211,160.83160400390625,,163.01463317871094,104.5261459350586,46.47371673583984,33.01810073852539,85.79039764404297,,144.15174865722656,28.403728485107425,,79.09693145751953,328.6812744140625,336.97039794921875,176.6845703125,144.85543823242188
2025-08-29,,125.29972839355467,363.25,242.0,,65.42939758300781,,153.1770477294922,31.51585578918457,164.1627197265625,639.0999755859375,164.51707458496094,106.2289581298828,54.776004791259766,33.67636489868164,86.9478530883789,3354.0,158.7288818359375,28.919309616088867,118.04000091552734,85.21868133544922,322.51251220703125,350.0098876953125,186.7412872314453,157.7209014892578
2025-09-30,,133.45010375976562,366.6499938964844,257.4545593261719,,69.89048767089844,,175.4749755859375,32.974021911621094,172.5608673095703,683.2999877929688,172.59268188476562,106.88388061523438,46.282859802246094,34.23923110961914,85.46472930908203,3357.5,152.9647216796875,28.8724365234375,120.5,86.38473510742188,359.4658508300781,347.2022705078125,193.75331115722656,151.52642822265625
2025-10-31,277.6634521484375,126.37989807128906,373.3999938964844,262.7272644042969,,80.00230407714844,,180.3417358398437,34.412750244140625,170.2150115966797,713.2999877929688,174.09512329101562,108.89231872558594,49.43199920654297,36.048126220703125,88.98714447021484,3435.5,146.22613525390625,28.824024200439453,124.81999969482422,89.88286590576172,337.4855041503906,344.8474426269531,192.6461639404297,146.29721069335938
2025-11-28,285.1011962890625,138.55636596679688,376.7000122070313,272.9999694824219,,83.37290954589844,,160.00213623046875,38.223426818847656,176.26731872558594,699.5999755859375,177.28781127929688,114.30636596679688,49.050289154052734,36.64764022827149,91.28881072998048,3478.5,145.983154296875,29.30045318603516,124.5,90.25521850585938,354.79742431640625,334.9001770019531,205.1939849853516,146.7832489013672
2025-12-30,288.0423889160156,138.7527618408203,381.4500122070313,291.9090881347656,99.88999938964844,81.19193267822266,264.8500061035156,158.74183654785156,39.331634521484375,183.0702972412109,693.7000122070312,186.30242919921875,117.31903839111328,51.53142929077149,38.0787353515625,91.85581970214844,3415.0,150.21102905273438,29.7292423248291,122.72000122070312,95.87154388427734,295.0809936523437,326.3263244628906,213.86676025390625,150.1855010986328
2026-01-30,283.6065368652344,133.54830932617188,382.5,315.18182373046875,104.12000274658205,88.13141632080078,267.45001220703125,166.59457397460938,42.32574081420898,179.551513671875,729.2000122070312,184.42437744140625,122.77674865722656,54.58514404296875,39.2100715637207,93.17884063720705,3415.0,158.3751983642578,30.20797348022461,118.9000015258789,87.59486389160156,300.0715637207031,347.8607482910156,215.71202087402344,156.99002075195312
2026-02-27,304.8998718261719,127.65646362304688,407.2000122070313,316.1817932128906,104.58000183105467,103.29913330078124,281.75,152.59535217285156,50.93864822387695,180.912109375,781.4000244140625,184.0487823486328,126.26969146728516,56.49371719360352,45.351539611816406,95.71651458740234,3513.5,185.4433135986328,30.40161323547364,119.76000213623048,84.14624786376953,367.1695556640625,357.96197509765625,223.2776336669922,185.6662139892578
2026-03-31,298.79217529296875,130.2095947265625,388.7000122070313,318.8999938964844,99.9000015258789,100.32506561279295,271.04998779296875,160.09909057617188,51.57051849365234,172.3000030517578,723.0,177.8000030517578,123.0500030517578,54.20343017578125,47.19064331054688,93.98321533203124,3457.0,189.1366424560547,29.578638076782227,117.8000030517578,83.80138397216797,366.1856994628906,362.33929443359375,209.3999938964844,192.47073364257807
2026-04-30,302.4761657714844,137.57440185546875,398.7000122070313,323.70001220703125,106.41999816894533,105.48011779785156,285.8999938964844,161.90231323242188,47.34000015258789,181.1499938964844,808.5999755859375,185.8000030517578,130.5500030517578,55.634857177734375,47.710975646972656,96.29428100585938,3757.5,184.13121032714844,30.450807571411133,128.02000427246094,88.18605041503906,391.9623107910156,356.9840087890625,222.1999969482422,182.75
2026-05-29,316.0282592773437,150.3000030517578,415.4500122070313,341.3999938964844,110.72000122070312,118.0,301.0,168.1999969482422,49.70000076293945,184.8999938964844,880.0,190.0,136.4499969482422,64.79600524902344,48.94675827026367,97.7275161743164,4023.0,173.3000030517578,30.9427433013916,135.3800048828125,90.75,414.3939208984375,354.5307922363281,229.1999969482422,173.0
2026-06-30,333.1804504394531,149.5,436.5499877929688,362.0,110.83999633789062,122.6999969482422,319.29998779296875,179.39999389648438,49.18000030517578,192.8999938964844,920.4000244140624,195.3999938964844,142.60000610351562,62.59999847412109,46.67292404174805,98.610595703125,4323.0,168.64999389648438,30.05725860595703,140.4199981689453,90.25,421.0840148925781,344.20184326171875,235.3999938964844,170.0
2026-07-31,340.46893310546875,144.3000030517578,437.2999877929688,381.0,113.16000366210938,109.4000015258789,308.5,187.8000030517578,57.25,223.3000030517578,852.9000244140625,227.0,145.64999389648438,66.19999694824219,44.18000030517578,98.610595703125,4134.0,165.14999389648438,30.450000762939453,137.75999450683594,84.6500015258789,412.0326843261719,363.9862365722656,232.8000030517578,166.0
2026-08-31,341.54998779296875,171.8000030517578,448.2999877929688,376.2000122070313,117.31999969482422,119.4000015258789,316.70001220703125,208.5,57.34999847412109,224.3999938964844,899.0,226.5,147.9499969482422,64.4000015258789,43.63999938964844,99.1999969482422,4189.5,169.9499969482422,30.450000762939453,142.75999450683594,89.69999694824219,454.3378601074219,363.5,232.6000061035156,170.0
