Date,BN-PFL.TO,BN-PFM.TO,NA-PK.TO,FFN-PA.TO,SERV.V,NA-PI.TO,ENB-PFC.TO,PIC-PA.TO,TRP-PD.TO,PVS-PV.TO,RY-PS.TO,ENB-PFA.TO,ENB-PB.TO,CSE-PA.TO,RBCY.NE,NA-PS.TO,NPI-PA.TO,POW.TO,ENB-PFG.TO,ACO-X.TO,ENB-PY.TO,ENB-PT.TO,IGM.TO,FFH-PK.TO,FTS-PM.TO
2024-09-30,,,,8.832633972167969,,,16.354257583618164,12.746597290039062,18.68100547790528,,22.74204063415528,16.893667221069336,15.958139419555664,13.023000717163086,,22.41741752624512,16.329374313354492,39.66462326049805,16.319068908691406,44.5632438659668,16.174623489379883,17.91361427307129,37.60239410400391,20.332164764404297,18.13479232788086
2024-10-31,,,,9.013311386108398,,,16.09650230407715,12.828653335571287,18.106969833374023,,23.11021614074707,17.11795997619629,15.543983459472656,13.277789115905762,,22.26422882080078,16.311229705810547,40.919830322265625,16.201210021972656,44.953983306884766,15.67356014251709,17.652738571166992,38.76067352294922,20.11519241333008,18.25979804992676
2024-11-29,,,,9.238702774047852,,,17.11663818359375,13.34891414642334,18.696250915527344,,23.46380615234375,17.666725158691406,16.17258644104004,13.369359016418455,,22.61506080627441,16.782970428466797,43.84865951538086,16.857389450073242,45.71685791015625,16.049848556518555,17.88689422607422,43.83856964111328,21.69728660583496,18.70552444458008
2024-12-31,,,,9.451624870300291,,,17.69319725036621,13.54526710510254,19.08821678161621,,23.40033912658692,18.56688117980957,16.93544578552246,13.323575019836426,,22.785978317260746,17.788774490356445,42.21681594848633,17.636131286621094,44.69942092895508,17.01713752746582,18.80030632019043,43.06553649902344,22.07568359375,19.356151580810547
2025-01-31,,,,9.647948265075684,,,18.06255531311035,13.88415241241455,19.542699813842773,,23.501218795776367,18.53960418701172,17.330333709716797,13.715657234191896,,23.01971244812012,17.1927547454834,41.47303009033203,17.910978317260742,43.43115234375,17.241044998168945,19.11068725585937,43.74092483520508,22.27720642089844,19.61821174621582
2025-02-28,,,24.643360137939453,9.961384773254396,,23.42939758300781,17.923669815063477,13.750351905822754,19.81538772583008,,23.593204498291016,18.52606964111328,17.14362335205078,14.22708797454834,,23.22981071472168,17.330297470092773,46.22760009765625,17.84355354309082,44.69327545166016,17.251401901245117,19.186975479125977,42.76536178588867,22.73520469665528,19.64937973022461
2025-03-31,,,24.62529945373535,9.8666410446167,,23.37461471557617,17.878061294555664,13.403857231140137,19.68376541137696,,23.501218795776367,18.479799270629883,17.225784301757812,14.268932342529297,,23.08365631103516,17.79247283935547,48.484989166259766,17.584550857543945,47.57915878295898,17.287851333618164,19.024370193481445,42.05231475830078,22.965450286865234,19.8789291381836
2025-04-30,,,25.27136993408203,9.599151611328123,,23.314298629760746,17.175710678100586,13.482232093811035,18.94377326965332,,23.853271484375,17.637704849243164,16.221628189086914,14.728074073791504,,23.061107635498047,17.607133865356445,49.72379684448242,16.79828643798828,49.20246887207031,16.449430465698242,17.93132781982422,41.6247673034668,22.81698608398437,19.02500534057617
2025-05-30,,,25.740209579467773,9.82845401763916,,23.88950538635254,18.47869110107422,14.160819053649902,20.14625740051269,,24.21722984313965,19.08797836303711,17.499919891357422,14.869690895080566,,23.153913497924805,19.154708862304688,50.61001586914063,18.575529098510746,49.3492546081543,17.57452964782715,19.24071884155273,41.6247673034668,23.160308837890625,20.46995735168457
2025-06-30,14.38401985168457,,25.64828109741211,9.895076751708984,,24.269880294799805,19.128368377685547,14.310920715332031,21.27054214477539,,24.26388931274414,19.652990341186523,18.02008628845215,15.936531066894531,,23.617918014526367,20.43985939025879,51.26780319213867,19.21993064880371,48.67822265625,18.20516967773437,20.161327362060547,41.41401672363281,23.567720413208008,21.52424430847168
2025-07-31,15.159676551818848,,26.17026901245117,10.081544876098633,,24.694658279418945,20.130725860595703,14.362650871276855,22.00400924682617,,24.9658203125,20.745346069335938,19.264772415161133,16.452043533325195,,24.175800323486328,21.70273399353028,53.82203674316406,20.54608726501465,48.10306167602539,19.132583618164062,21.19240951538086,44.16725158691406,23.755659103393555,22.457239151000977
2025-08-29,,,26.132869720458984,10.158309936523438,,24.62872886657715,19.965845108032227,14.56113338470459,22.05102729797364,,25.06045913696289,20.51934242248535,19.129392623901367,16.796388626098633,9.440655708312988,24.12869453430176,21.833696365356445,56.0292854309082,20.47881317138672,48.2085075378418,19.049739837646484,21.22924041748047,47.40182113647461,23.68988037109375,22.343351364135746
2025-09-30,,,26.27311897277832,10.133073806762695,,24.826515197753903,20.390247344970703,14.890138626098633,22.28611183166504,,24.956356048583984,20.896015167236328,19.242637634277344,17.87725067138672,9.702898025512695,24.24175262451172,22.40927505493164,58.65851974487305,20.53533172607422,48.78875350952149,19.15342712402344,21.23860740661621,49.313941955566406,23.90202713012696,22.835662841796875
2025-10-31,,,26.68199348449707,10.22023868560791,,25.25731086730957,21.21076202392578,15.305042266845703,23.128433227539062,,25.38493728637696,21.479860305786133,20.14862060546875,17.911380767822266,9.764842987060549,24.86823272705078,22.44701766967773,63.99642181396485,21.232404708862305,51.18073272705078,20.02060890197754,21.959991455078125,52.51652908325195,24.52050971984864,22.98714256286621
2025-11-28,,24.394445419311523,26.720029830932617,10.298498153686523,,25.14259147644043,21.221967697143555,15.377639770507812,23.16664695739746,23.38702392578125,25.65366172790528,21.712690353393555,20.12362289428711,18.075971603393555,10.39060878753662,24.849103927612305,22.220563888549805,69.30511474609375,21.422212600708008,53.9310302734375,20.104887008666992,21.67601585388184,55.53416061401367,24.311174392700195,23.425830841064453
2025-12-31,,24.84353828430176,26.80561065673828,10.36749267578125,,25.219072341918945,21.78699493408203,15.75987434387207,23.659570693969727,23.49250030517578,25.80722045898437,22.190942764282227,20.81357765197754,18.395471572875977,11.299253463745115,24.98301124572754,22.84975814819336,71.65719604492188,22.082387924194336,55.10887145996094,20.67931365966797,22.381080627441406,60.713809967041016,24.71080780029297,23.771455764770508
2026-01-30,,25.11108589172364,27.128623962402344,10.245957374572754,1.309999942779541,25.70026016235352,21.82530212402344,15.38722324371338,23.56256675720215,23.73221969604492,25.669395446777344,21.990074157714844,20.631505966186523,20.04779052734375,10.943120956420898,25.42560768127441,23.47223854064941,67.45304870605469,22.18763542175293,57.78709411621094,20.67931365966797,22.390607833862305,64.69197845458984,24.51813125610352,23.90586471557617
2026-02-27,16.402666091918945,25.321298599243164,27.25435256958008,10.37320613861084,1.399999976158142,25.836137771606445,22.47732353210449,15.658721923828123,23.960289001464844,24.205678939819336,25.67912483215332,22.585674285888672,21.01401901245117,19.62666130065918,11.212467193603516,25.47414970397949,23.89360809326172,67.30570220947266,22.569610595703125,63.91440200805664,21.45545196533203,23.1374454498291,66.6565170288086,24.585567474365234,24.161523818969727
2026-03-31,,25.690460205078125,27.283367156982425,10.34665870666504,1.649999976158142,25.70026016235352,22.16621780395508,15.808317184448242,23.791948318481445,24.351789474487305,25.669395446777344,22.4205322265625,21.20859146118164,20.25345993041992,11.049881935119627,25.49356460571289,23.397090911865234,66.45281982421875,22.53074836730957,67.09730529785156,20.988819122314453,22.866153717041016,65.74422454833984,24.61845016479492,23.93762588500977
2026-04-30,,25.40825653076172,27.420278549194336,10.455912590026855,1.899999976158142,25.86244201660156,22.97314643859864,16.006494522094727,24.59979057312012,24.40049171447754,26.133230209350582,23.187959671020508,21.88960075378418,21.885210037231445,11.950674057006836,25.69673538208008,23.863475799560547,75.19478607177734,23.055397033691406,67.11701965332031,21.824871063232425,23.757545471191406,75.11784362792969,24.77451133728028,24.60932159423828
2026-05-29,17.65999984741211,25.729387283325195,27.75467300415039,10.64426040649414,1.9600000381469729,26.23682975769043,23.59903144836425,16.129724502563477,24.816530227661133,24.82252693176269,26.133230209350582,23.75812530517578,22.946592330932617,21.667444229125977,12.87704086303711,25.7558536529541,24.19383430480957,82.68647766113281,23.66080665588379,67.53077697753906,22.740447998046875,24.532827377319336,77.92495727539062,24.78426551818848,24.96489715576172
2026-06-30,17.799999237060547,26.013904571533203,27.735002517700195,10.646392822265623,2.0799999237060547,26.18756866455078,23.44124412536621,15.9871826171875,24.850000381469727,24.53630256652832,26.69555282592773,23.67926025390625,22.571712493896484,22.02378463745117,14.311304092407228,25.93320846557617,24.250282287597656,88.41999816894531,23.611515045166016,73.56705474853516,22.415019989013672,24.32608985900879,79.18000030517578,24.907289505004883,24.81688499450684
2026-07-31,,,28.559999465942383,10.757844924926758,2.150000095367432,26.5,24.22031784057617,16.180667877197266,25.420000076293945,24.52643394470215,26.950000762939453,24.576351165771484,23.696352005004883,23.25,14.20930290222168,26.350000381469727,24.88118362426757,95.8000030517578,24.350914001464844,79.2359848022461,23.519500732421875,24.936458587646484,87.16000366210938,25.03567886352539,25.162250518798828
2026-08-31,18.14999961853028,25.727819442749023,28.96999931335449,10.84000015258789,2.0,26.549999237060547,,16.394006729125977,25.61000061035156,25.1200008392334,27.0,25.0,24.1200008392334,23.920000076293945,13.899999618530272,26.700000762939453,24.64459609985352,91.83999633789062,24.84000015258789,73.86489868164062,23.549999237060547,25.040000915527344,86.29000091552734,25.03567886352539,25.489999771118164
