Date,AAGEET.JO,KST.JO,ART.JO,SDO.JO,GLD.JO,CPI.JO,ETFGLD.JO,AEL.JO,SBP.JO,OCT.JO,SAALG.JO,SYGT40.JO,FNBEQF.JO,ETFWLD.JO,FTB.JO,SYGEMF.JO,STXEME.JO,SEA.JO,STXWDM.JO,STXILB.JO,SYGESG.JO,STX40.JO,ETFT40.JO,PMR.JO,MTM.JO
2024-07-31,,1689.149169921875,2213.11083984375,559.8001708984375,40902.0,283492.75,42767.0,1717.75048828125,7220.22900390625,1062.8428955078125,11592.0,7545.85888671875,9419.9365234375,9294.0,401.3633117675781,1795.9964599609375,5201.0,913.6356201171876,9340.0,772.572509765625,5489.35888671875,7561.8251953125,7586.09326171875,7578.1396484375,2679.153076171875
2024-08-30,,1736.12548828125,2637.747802734375,604.7840576171875,41306.0,292483.34375,43160.0,1697.7764892578125,7998.0380859375,1086.794189453125,11589.0,7625.845703125,9315.294921875,9273.0,439.3031311035156,1762.9967041015625,5148.0,933.6058959960938,9307.0,787.5641479492188,5445.36328125,7655.76171875,7685.029296875,7498.16943359375,2788.037353515625
2024-09-30,,1823.081787109375,2598.781494140625,596.7869262695312,42072.0,304335.84375,43936.0,1727.7373046875,8349.3408203125,1172.6199951171875,11967.0,7941.79833984375,9247.3076171875,9152.0,449.2872924804688,1842.9964599609373,5321.0,963.56103515625,9151.0,797.5586547851562,5377.37158203125,7967.240234375,7948.859375,10396.07421875,2943.871826171875
2024-10-31,,1868.0589599609373,2673.717529296875,644.7698364257812,44905.0,316977.1875,46895.0,1834.5972900390625,8198.3720703125,1197.5693359375,11793.0,7826.81591796875,9332.291015625,9348.0,467.2588195800781,1842.9964599609373,5180.0,959.5670166015624,9335.0,782.6378173828125,5424.3662109375,7763.05126953125,7742.625,11034.8349609375,2876.574951171875
2024-11-29,,1899.215576171875,2802.607177734375,679.75732421875,44409.0,326015.375,46450.0,2017.756591796875,9448.1240234375,1194.5755615234375,11580.0,7759.82666015625,9836.5244140625,9845.0,495.2144775390625,1816.9964599609373,5147.0,928.9994506835938,9883.0,785.6364135742188,5719.33154296875,7661.1025390625,7639.68310546875,12155.4111328125,3010.462158203125
2024-12-31,,1961.18994140625,2753.649169921875,689.7537231445312,45443.0,313335.34375,47490.0,2122.639892578125,9198.1728515625,1148.293701171875,11555.0,7681.837890625,10035.494140625,10041.0,476.4602661132813,1923.9962158203125,5375.0,954.971435546875,10073.0,797.6309204101562,5831.318359375,7603.1318359375,7567.72265625,13594.8681640625,3023.451171875
2025-01-31,,1829.244384765625,2578.385498046875,699.7501831054688,48472.0,297168.4375,50671.0,2139.62109375,8897.232421875,1127.3248291015625,11705.0,7764.94775390625,10339.4482421875,10355.0,449.4908447265625,1954.998291015625,5421.0,963.9617919921876,10422.0,792.6742553710938,5880.61767578125,7797.4794921875,7773.4111328125,12660.220703125,2878.573486328125
2025-02-28,,1810.2523193359373,2548.404052734375,772.72412109375,48557.0,307340.21875,50762.0,2053.71630859375,8998.2119140625,1097.369384765625,11683.0,7939.94580078125,10018.751953125,10093.0,469.46820068359375,1978.998291015625,5394.0,968.9564208984376,10042.0,797.672119140625,5721.6279296875,7885.439453125,7889.357421875,11771.556640625,3034.442138671875
2025-03-31,,1805.2542724609373,2508.428955078125,755.730224609375,53182.0,310168.34375,55553.0,2071.696533203125,10247.96484375,1042.4510498046875,12083.0,8240.9443359375,9576.8056640625,9621.0,469.46820068359375,1948.998291015625,5406.0,928.9994506835938,9554.0,802.6701049804688,5460.64453125,8215.2900390625,8200.2138671875,12905.126953125,3118.37109375
2025-04-30,,1989.178466796875,2503.432373046875,783.880615234375,56954.0,344096.65625,59533.0,2032.7398681640625,9998.744140625,998.5162963867188,12397.0,8569.94140625,9747.78515625,9778.0,484.45123291015625,1927.998291015625,5545.0,948.9779052734376,9747.0,790.750732421875,5548.63916015625,8497.4990234375,8426.109375,13700.8271484375,3394.08251953125
2025-05-30,,2112.490966796875,2548.404052734375,809.8766479492188,54794.0,344576.125,57262.0,2355.38134765625,10197.7197265625,1010.1103515625,12958.0,8850.9404296875,10005.9443359375,10015.0,519.41162109375,1976.998291015625,5629.0,1034.88525390625,10115.0,791.7503662109375,5714.62841796875,8802.3740234375,8698.3095703125,12795.169921875,3488.029296875
2025-06-30,,2212.466796875,2708.30419921875,874.8667602539062,54048.0,355029.1875,56515.0,2207.0244140625,9900.7568359375,1024.0980224609375,13370.0,9051.9375,10295.9150390625,10381.0,521.635009765625,2100.998291015625,5932.0,1029.2952880859375,10401.0,795.7492065429688,5876.61767578125,9005.2890625,8907.2197265625,14094.6796875,3427.06396484375
2025-07-31,,2347.434326171875,2669.328369140625,874.8667602539062,55233.0,353140.5,57714.0,2103.117431640625,9448.8134765625,1046.07861328125,13647.0,9122.955078125,10726.869140625,10769.0,554.6119384765625,2198.999267578125,6130.0,1027.296630859375,10863.0,796.7896728515625,6096.99853515625,9105.212890625,9015.048828125,13997.3857421875,3446.052978515625
2025-08-29,,2251.45751953125,2778.929931640625,945.85595703125,56253.0,356799.84375,57825.0,1881.31591796875,10898.6318359375,1114.018798828125,14024.0,9490.953125,10632.232421875,10740.0,543.6196899414062,2176.999267578125,6131.0,1024.2987060546875,10767.0,813.7852172851562,6068.99853515625,9468.1015625,9372.931640625,14399.310546875,3567.984130859375
2025-09-30,,2279.45068359375,2838.906982421875,1049.840087890625,61525.0,347334.59375,64319.0,1823.36767578125,11797.921875,1135.99951171875,14914.0,10200.9501953125,10702.2255859375,10736.0,550.6148071289062,2374.999267578125,6432.0,1033.2926025390625,10790.0,829.7809448242188,6127.99853515625,10178.8837890625,10084.6982421875,15230.1552734375,3277.1484375
2025-10-31,,2464.40625,2940.867431640625,1110.830810546875,64448.0,383209.65625,67342.0,1838.3543701171875,12497.8583984375,1273.8780517578125,15380.0,10338.9501953125,11050.201171875,11219.0,623.563720703125,2512.999267578125,6658.0,1139.219970703125,11160.0,840.856689453125,6362.99853515625,10245.642578125,10158.361328125,16196.9755859375,3339.0029296875
2025-11-28,,2555.59033203125,3118.799072265625,1255.8087158203125,66389.0,388285.03125,69330.0,1920.77197265625,12498.857421875,1473.7020263671875,15561.0,10486.9482421875,10796.5556640625,10791.0,669.5315551757812,2379.999267578125,6435.0,1149.6351318359375,10949.0,866.8521728515625,6274.99853515625,10392.6083984375,10301.3251953125,16653.890625,3627.916748046875
2025-12-31,,2724.563232421875,3277.408447265625,1329.7974853515625,66481.0,415528.6875,69415.0,1987.7291259765625,12297.8759765625,1483.435302734375,16206.0,10959.9462890625,10639.5615234375,10730.0,717.7559204101562,2410.999267578125,6421.0,1180.625244140625,10787.0,891.8479614257812,6226.99853515625,10845.5048828125,10860.1796875,16858.849609375,3822.858642578125
2026-01-30,,2743.560302734375,3320.400634765625,1219.814208984375,75062.0,435068.25,78411.0,1935.7623291015625,13238.7900390625,1419.459716796875,16901.0,11392.9677734375,10519.5673828125,10524.0,661.77490234375,2598.999755859375,6695.0,1184.6240234375,10576.0,895.8870239257812,6168.99951171875,11339.9482421875,11246.1572265625,17798.248046875,3765.87548828125
2026-02-27,,2826.546875,3329.39892578125,1122.8289794921875,77105.0,474295.40625,80550.0,2178.607177734375,13948.724609375,1498.4295654296875,17728.0,12071.9658203125,10594.7275390625,10548.0,753.74365234375,2706.999755859375,6964.0,1303.5863037109375,10613.0,926.9102783203124,6230.99951171875,12018.826171875,11914.046875,18018.2265625,4042.79296875
2026-03-31,,2668.572265625,3214.419677734375,1207.8160400390625,72570.0,412184.09375,75786.0,1986.729736328125,13942.7265625,1564.404541015625,15945.0,10722.9697265625,10501.7294921875,10475.0,637.7830810546875,2516.999755859375,6564.0,1214.614501953125,10533.0,874.915283203125,6116.99951171875,10728.05859375,10596.263671875,17423.28515625,3593.927001953125
2026-04-30,,2824.547119140625,3598.350341796875,1185.0,71300.0,432463.59375,74540.0,2248.562255859375,15499.5869140625,1688.3572998046875,16245.0,10934.96875,11369.70703125,11305.0,671.7715454101562,2948.999755859375,7327.0,1295.5888671875,11347.0,913.9617309570312,6596.99951171875,10858.953125,10719.0966796875,18211.20703125,3785.0
2026-05-29,998.0,2836.0,3619.3466796875,1225.0,68029.0,446011.0,71089.0,2970.10107421875,14899.6025390625,1651.0,16270.0,10858.96875,11587.0,11555.0,708.7589721679688,3315.99951171875,7729.0,1364.56689453125,11620.0,921.9613647460938,6753.99951171875,10817.95703125,10680.1005859375,17082.318359375,3592.0
2026-06-30,997.0,3218.0,3739.324951171875,1200.0,61186.0,475013.0,63877.0,2770.0,15382.58984375,1760.0,15787.0,10394.970703125,11598.0,11520.0,745.0,3346.99951171875,7828.0,1326.0,11589.0,922.9613037109376,6760.99951171875,10330.00390625,10251.13671875,19691.0625,4063.0
2026-07-31,1011.0,3370.0,4004.277099609375,1285.0,61743.0,471409.0,64498.0,2877.0,14199.6220703125,1739.0,15910.0,10326.0,11671.0,11688.0,735.0,3036.0,7481.0,1280.0,11751.0,929.0,6770.0,10349.0,10250.0,17828.0,4084.0
2026-08-31,1030.0,3210.0,4089.26171875,1286.0,66003.0,465061.0,68906.0,2845.0,15224.5947265625,1740.0,16480.0,10858.0,11750.0,11893.0,691.0,3105.0,7640.0,1280.0,11803.0,940.0,6783.0,10969.0,10843.0,17603.0,4019.0
